"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6"
-4,20;-52,46;-10,66;-15,82;-96,24;-58,70
-3,45;-52,40;-10,60;-15,88;-95,32;-57,38
-2,87;-52,63;-10,84;-15,65;-94,69;-56,47
-2,53;-52,63;-10,72;-15,59;-93,83;-55,95
-2,19;-52,69;-11,12;-15,82;-93,02;-54,69
-1,78;-52,46;-11,23;-15,76;-91,99;-53,49
-1,55;-52,52;-11,64;-16,00;-90,96;-52,97
-1,67;-52,40;-11,81;-15,88;-89,93;-52,63
-1,27;-52,00;-11,92;-16,04;-88,95;-51,59
-1,09;-51,94;-12,02;-16,90;-87,75;-50,34
-0,92;-51,54;-13,11;-17,88;-86,54;-49,99
-0,75;-50,68;-14,04;-18,40;-85,34;-49,65
-0,52;-49,65;-14,78;-18,91;-84,19;-49,36
-0,52;-49,36;-15,24;-19,25;-82,81;-48,85
-0,52;-48,96;-15,69;-20,22;-81,44;-48,33
-0,52;-48,21;-17,24;-21,61;-80,06;-47,81
-0,45;-46,90;-18,22;-22,29;-78,69;-47,75
-0,57;-45,92;-18,44;-22,69;-77,31;-45,01
-0,97;-45,63;-19,88;-24,41;-75,99;-45,98
-1,14;-44,49;-21,20;-25,45;-74,39;-45,70
-1,01;-42,89;-21,89;-26,24;-73,07;-45,87
-2,35;-42,37;-23,26;-28,20;-71,53;-46,04
-2,64;-41,28;-24,88;-29,11;-69,98;-46,72
-2,41;-39,45;-25,15;-30,43;-68,43;-44,95
-2,35;-39,05;-27,28;-32,16;-66,83;-44,66
-2,52;-37,44;-28,54;-32,90;-65,57;-44,55
-2,57;-35,89;-29,34;-35,03;-63,74;-45,35
-2,96;-35,44;-31,30;-36,00;-62,47;-47,47
-3,33;-32,91;-32,10;-38,12;-60,59;-47,99
-6,12;-32,52;-33,99;-39,04;-59,55;-48,51
-6,87;-30,97;-35,14;-41,34;-57,72;-49,08
-7,45;-29,25;-36,40;-42,54;-56,35;-49,54
-8,40;-28,63;-38,35;-44,61;-55,08;-49,88
-6,41;-25,80;-39,16;-45,81;-53,14;-47,54
-5,90;-25,64;-41,05;-47,82;-52,39;-51,15
-9,39;-24,10;-42,14;-49,26;-50,22;-52,12
-10,08;-22,37;-43,75;-51,26;-49,30;-52,75
-10,89;-21,82;-45,24;-52,70;-47,93;-52,53
-11,23;-18,70;-45,99;-54,71;-46,44;-53,96
-11,45;-18,71;-48,16;-56,20;-45,52;-55,33
-12,08;-17,39;-49,08;-57,98;-44,09;-56,08
-13,00;-15,61;-50,46;-59,47;-42,77;-56,26
-13,69;-15,59;-51,95;-61,25;-42,08;-57,97
-14,50;-10,94;-52,81;-62,74;-40,59;-59,06
-14,84;-12,17;-54,53;-64,52;-39,45;-59,81
-15,01;-11,73;-55,62;-66,07;-38,87;-61,02
-15,93;-9,07;-56,31;-67,62;-37,90;-62,28
-16,62;-8,84;-57,80;-69,22;-36,52;-63,25
-17,42;-8,34;-58,89;-70,55;-35,78;-64,46
-17,77;-7,68;-59,69;-72,15;-35,32;-65,61
-18,05;-3,59;-60,73;-73,53;-34,75;-67,04
-18,51;-5,17;-61,82;-74,96;-33,60;-68,24
-19,20;-4,78;-62,73;-76,16;-32,80;-69,40
-19,95;-3,92;-63,42;-77,37;-32,45;-70,83
-20,52;-3,00;-64,11;-78,57;-32,05;-71,98
-20,87;-2,13;-64,80;-79,83;-31,94;-73,35
-21,21;-2,01;-65,54;-80,86;-31,59;-74,79
-21,67;-1,67;-66,06;-81,95;-31,19;-75,94
-21,49;-1,33;-66,63;-82,81;-31,02;-77,37
-22,01;-0,92;-66,97;-83,67;-30,79;-78,52
-22,59;-0,75;-67,31;-84,58;-30,85;-79,90
-22,93;-0,52;-67,71;-85,27;-30,56;-81,33
-23,27;-0,52;-67,89;-85,96;-30,73;-82,48
-23,68;-0,52;-68,11;-86,70;-30,84;-83,85
-23,85;-0,45;-68,11;-87,27;-31,25;-85,28
-24,08;-0,63;-68,17;-87,61;-31,36;-86,49
-24,02;-0,74;-67,94;-87,96;-31,70;-87,69
-24,25;-1,08;-68,05;-88,36;-32,11;-88,85
-24,25;-1,49;-67,65;-88,53;-32,22;-90,28
-24,25;-1,60;-67,53;-88,75;-32,39;-91,53
-24,25;-1,76;-67,24;-88,75;-33,25;-92,51
-24,31;-2,62;-66,73;-88,80;-34,17;-93,72
-24,14;-3,54;-66,21;-88,63;-34,86;-94,98
-23,91;-4,23;-65,70;-88,46;-35,60;-96,01
-24,03;-5,65;-65,24;-88,34;-35,89;-97,04
-23,62;-2,68;-64,60;-88,05;-37,15;-98,07
-23,51;-6,51;-63,69;-87,53;-38,30;-99,16
-23,23;-7,73;-63,06;-87,02;-38,81;-99,97
-22,77;-8,43;-62,25;-86,56;-40,02;-101,05
-21,96;-7,52;-61,22;-85,87;-41,28;-101,91
-21,56;-10,71;-60,13;-85,18;-42,31;-102,82
-21,39;-11,51;-59,33;-84,55;-43,17;-103,51
-21,22;-12,30;-58,41;-83,74;-44,95;-104,15
-21,16;-14,38;-56,87;-82,65;-45,58;-105,11
-20,65;-14,77;-56,06;-81,90;-47,19;-105,58
-20,19;-16,38;-55,26;-80,64;-48,68;-106,32
-19,62;-18,29;-53,26;-79,67;-49,49;-106,83
-18,29;-17,04;-52,57;-78,46;-51,38;-107,35
-18,18;-20,63;-51,19;-77,26;-52,41;-107,91
-17,84;-21,48;-49,70;-76,11;-54,30;-108,26
-17,61;-23,03;-48,96;-74,74;-55,40;-108,65
-17,04;-24,93;-46,72;-73,36;-56,95;-108,77
-15,95;-24,86;-46,09;-72,04;-58,55;-109,17
-14,85;-27,51;-44,55;-70,44;-59,87;-109,34
-14,74;-28,37;-42,83;-69,17;-61,42;-109,56
-14,52;-29,98;-42,14;-67,40;-62,97;-109,56
-13,89;-31,53;-39,68;-65,85;-64,58;-109,56
-13,09;-31,98;-39,10;-64,31;-65,90;-109,61
-11,82;-34,45;-37,21;-62,87;-67,45;-109,44
-11,47;-35,14;-36,07;-60,82;-69,00;-109,27
-11,19;-36,46;-34,81;-59,61;-70,60;-109,10
-10,67;-38,30;-32,80;-57,55;-71,92;-108,98
-10,28;-38,70;-32,23;-56,40;-73,53;-108,63
-9,60;-40,36;-30,34;-54,11;-74,90;-108,34
-7,68;-41,74;-29,13;-52,96;-76,23;-107,82
-8,03;-42,25;-28,11;-50,62;-77,83;-107,31
-7,69;-43,46;-26,04;-49,76;-79,21;-106,79
-7,41;-44,84;-25,52;-47,18;-80,64;-106,33
-6,95;-45,52;-24,44;-46,26;-81,79;-105,64
-6,26;-46,04;-22,60;-43,92;-83,22;-104,95
-5,51;-47,36;-22,09;-43,00;-84,42;-104,26
-4,88;-48,33;-20,94;-40,65;-85,63;-103,63
-4,71;-48,91;-19,27;-39,68;-86,83;-102,77
-4,59;-49,14;-18,87;-37,56;-88,09;-101,91
-4,19;-49,77;-18,13;-36,47;-89,12;-101,10
-4,08;-50,74;-16,87;-34,92;-90,16;-100,02
-3,67;-51,32;-15,60;-33,26;-91,24;-99,21
-3,50;-51,66;-15,32;-32,29;-92,10;-98,18
-3,39;-52,06;-14,92;-30,05;-92,96;-97,15
-2,92;-52,29;-14,06;-29,36;-93,82;-96,17
-2,99;-52,23;-13,14;-27,93;-94,74;-94,91
-2,81;-52,46;-12,21;-26,61;-95,42;-93,93
-2,58;-52,46;-12,33;-25,93;-96,16;-92,73
-2,58;-52,52;-11,93;-24,55;-96,68;-91,53
-2,52;-52,34;-11,76;-22,82;-97,20;-90,32
-2,75;-52,17;-11,58;-22,72;-97,71;-89,17
-2,69;-52,06;-11,41;-21,74;-98,28;-87,75
-2,86;-51,71;-11,18;-20,36;-98,68;-86,54
-3,03;-51,43;-11,18;-19,56;-98,85;-85,39
-3,15;-51,02;-11,12;-19,27;-99,02;-84,02
-3,55;-50,11;-11,35;-18,81;-99,19;-82,59
-3,66;-49,31;-11,23;-18,13;-99,42;-81,44
-4,01;-49,02;-11,64;-17,62;-99,47;-80,01
-4,41;-48,67;-11,81;-15,94;-99,24;-78,86
-4,58;-47,70;-11,98;-16,23;-99,35;-77,49
-4,94;-46,32;-12,03;-16,00;-98,95;-76,06
-4,29;-45,64;-12,37;-16,00;-98,83;-74,91
-4,50;-45,18;-13,52;-16,00;-98,49;-73,48
-6,18;-43,69;-14,21;-16,00;-98,20;-72,33
-6,70;-42,60;-14,96;-16,00;-97,68;-70,90
-7,21;-41,97;-15,41;-16,12;-97,16;-69,70
-7,85;-40,25;-15,92;-15,47;-96,70;-68,55
-8,63;-39,16;-17,24;-15,87;-96,01;-67,12
-5,74;-38,65;-18,17;-16,79;-95,32;-65,92
-8,29;-36,41;-18,67;-17,48;-94,69;-64,66
-9,97;-35,67;-19,82;-18,22;-93,83;-63,68
-10,48;-34,64;-21,43;-18,74;-92,97;-62,48
-11,72;-32,63;-21,89;-19,32;-92,16;-61,22
-9,45;-32,12;-23,32;-19,30;-91,08;-60,13
-9,42;-29,94;-24,64;-20,86;-90,32;-59,39
-11,67;-28,96;-25,21;-21,72;-89,07;-58,13
-13,58;-27,99;-27,11;-22,58;-88,09;-56,98
-14,82;-25,75;-28,37;-23,26;-86,89;-56,41
-12,61;-25,30;-29,17;-24,82;-85,68;-55,38
-12,83;-22,83;-31,13;-25,56;-84,48;-54,29
-12,74;-22,09;-31,92;-26,65;-83,33;-53,32
-16,50;-21,06;-33,82;-28,43;-81,95;-52,86
-17,50;-19,05;-35,03;-29,00;-80,58;-52,23
-16,40;-18,54;-36,06;-30,84;-79,20;-51,37
-16,05;-16,30;-38,01;-32,27;-77,83;-50,34
-16,21;-15,50;-38,81;-33,30;-76,46;-49,99
-16,53;-14,82;-40,71;-35,20;-75,13;-49,71
-19,54;-12,16;-41,85;-36,17;-73,59;-49,13
-20,41;-12,06;-43,17;-38,30;-71,99;-48,85
-21,12;-11,51;-44,89;-39,21;-70,67;-48,33
-19,20;-8,20;-45,70;-41,57;-69,12;-47,76
-19,38;-8,67;-47,59;-42,54;-67,57;-47,36
-19,43;-8,23;-48,80;-44,61;-65,97;-47,18
-19,95;-6,73;-49,94;-45,76;-64,65;-47,01
-20,40;-5,45;-51,43;-48,05;-63,11;-46,78
-20,73;-5,23;-52,35;-49,26;-61,56;-46,78
-22,87;-4,54;-53,79;-51,32;-59,96;-46,78
-23,50;-3,92;-55,10;-52,47;-58,69;-46,73
-23,68;-2,94;-55,80;-54,76;-56,81;-46,90
-23,85;-2,42;-57,29;-55,97;-55,72;-47,07
-24,08;-1,84;-58,37;-58,03;-54,11;-47,13
-24,02;-1,44;-59,18;-59,30;-52,68;-47,70
-24,25;-1,33;-60,21;-61,02;-51,59;-47,99
-24,25;-0,92;-61,35;-62,80;-49,93;-48,56
-24,25;-0,69;-61,99;-64,35;-48,84;-48,85
-24,25;-0,75;-62,90;-65,90;-47,12;-49,42
-24,25;-0,45;-63,59;-67,50;-46,15;-49,71
-24,31;-0,69;-64,28;-68,82;-45,06;-50,17
-24,14;-0,63;-65,02;-70,43;-43,29;-50,80
-23,97;-0,80;-65,54;-71,81;-42,43;-51,72
-23,91;-0,91;-66,11;-73,18;-41,80;-52,41
-23,34;-1,25;-66,45;-74,61;-39,96;-53,10
-23,65;-1,60;-66,80;-75,76;-39,33;-53,61
-20,82;-1,88;-67,20;-77,25;-38,53;-54,93
-20,18;-2,33;-67,37;-78,23;-37,56;-55,85
-19,42;-2,96;-67,60;-79,49;-36,06;-56,48
-21,62;-3,88;-67,60;-80,52;-35,84;-57,17
-21,22;-4,63;-67,60;-81,61;-35,15;-58,72
-21,16;-5,09;-67,65;-82,47;-34,52;-59,52
-20,71;-5,53;-67,48;-83,33;-33,60;-60,50
-20,14;-7,09;-67,36;-84,24;-32,80;-61,70
-19,05;-8,74;-67,02;-84,93;-32,45;-62,96
-17,77;-5,66;-66,67;-85,67;-32,05;-63,94
-18,41;-9,90;-66,38;-86,19;-31,88;-65,15
-17,90;-11,40;-65,87;-86,70;-31,76;-66,35
-17,44;-11,20;-65,35;-87,27;-31,36;-67,50
-16,87;-13,34;-64,89;-87,67;-31,13;-68,93
-15,66;-14,84;-64,20;-87,79;-31,13;-70,14
-15,02;-14,53;-63,57;-88,18;-31,13;-71,29
-15,03;-17,19;-62,66;-88,41;-31,07;-72,72
-14,28;-18,16;-62,08;-88,41;-31,25;-73,87
-13,89;-19,18;-61,05;-88,46;-31,42;-75,30
-13,03;-21,20;-59,91;-88,29;-31,59;-76,45
-11,99;-21,77;-59,33;-88,17;-31,70;-77,83
-11,71;-23,67;-58,41;-87,83;-32,11;-79,26
-11,19;-24,81;-56,87;-87,48;-32,28;-80,41
-10,73;-26,13;-56,12;-87,19;-32,16;-81,84
-10,17;-27,91;-54,97;-86,67;-33,25;-82,99
-8,95;-28,42;-53,49;-86,21;-34,17;-84,42
-8,38;-30,55;-52,57;-85,52;-34,91;-85,63
-8,03;-31,76;-51,19;-84,84;-35,49;-86,78
-7,75;-32,84;-49,70;-84,20;-35,48;-88,21
-7,23;-34,63;-48,90;-83,40;-36,98;-89,42
-6,78;-35,20;-46,95;-82,31;-38,13;-90,62
-6,03;-37,15;-46,04;-81,50;-38,76;-91,88
-5,51;-38,24;-44,72;-80,53;-39,39;-92,86
-4,88;-38,81;-43,06;-79,32;-41,16;-94,12
-4,77;-40,82;-42,03;-78,12;-42,03;-95,15
-4,36;-41,68;-40,08;-76,92;-42,60;-96,13
-4,25;-42,37;-39,28;-75,77;-44,61;-97,44
-3,91;-43,86;-37,38;-74,34;-45,35;-98,25
-3,50;-45,06;-36,18;-73,24;-46,44;-99,33
-3,33;-45,47;-35,21;-71,64;-48,16;-100,14
-3,22;-46,21;-32,97;-70,32;-48,97;-101,22
-2,81;-47,59;-32,34;-68,78;-50,86;-102,13
-2,58;-48,33;-30,74;-67,17;-52,01;-102,77
-2,58;-48,85;-29,25;-65,91;-53,33;-103,68
-2,64;-49,31;-28,45;-64,14;-54,99;-104,37
-2,41;-50,00;-26,44;-62,64;-56,03;-105,11
-2,35;-50,74;-25,64;-60,82;-57,86;-105,58
-2,58;-51,32;-25,02;-59,66;-59,18;-106,32
-2,52;-51,72;-22,08;-57,38;-60,73;-106,83
-2,63;-51,89;-22,20;-56,17;-62,34;-107,40
-3,03;-52,06;-21,94;-54,11;-63,66;-107,74
-3,21;-52,29;-17,19;-52,96;-65,21;-108,09
-3,32;-52,29;-18,75;-50,62;-66,76;-108,43
-3,72;-52,29;-18,42;-49,70;-68,36;-108,83
-3,83;-52,34;-18,16;-47,41;-69,68;-109,00
-4,24;-52,17;-13,28;-46,21;-71,29;-109,22
-4,41;-52,00;-15,26;-44,15;-72,61;-109,17
-4,52;-51,88;-14,97;-42,94;-74,22;-109,39
-4,74;-51,60;-14,64;-40,82;-75,59;-109,44
-5,43;-51,19;-14,21;-39,79;-76,97;-109,22
-6,18;-50,22;-10,61;-37,96;-78,35;-109,27
-6,70;-49,71;-10,21;-36,64;-79,72;-109,15
-7,27;-49,19;-9,49;-35,15;-81,10;-108,75
-7,68;-48,73;-11,29;-33,14;-82,53;-108,63
-7,91;-48,21;-11,52;-32,63;-83,74;-108,34
-7,36;-46,90;-11,58;-30,39;-84,94;-107,77
-9,22;-45,92;-11,35;-29,65;-86,15;-107,48
-9,91;-45,58;-11,35;-28,68;-87,40;-106,96
-10,72;-44,66;-11,29;-26,32;-88,44;-106,45
-11,06;-43,11;-11,52;-25,98;-89,47;-105,98
-11,28;-42,25;-11,52;-25,19;-90,50;-105,30
-11,85;-41,68;-12,07;-23,05;-91,59;-104,61
-13,00;-39,62;-9,92;-22,60;-92,45;-103,97
-13,75;-39,10;-10,03;-22,03;-93,36;-103,11
-14,33;-38,07;-9,58;-21,23;-94,00;-102,25
-14,73;-36,07;-12,71;-18,86;-94,91;-101,39
-14,60;-35,44;-13,86;-19,21;-95,65;-100,53
-15,70;-33,78;-14,67;-18,93;-96,16;-99,73
-16,68;-32,57;-15,62;-18,41;-96,68;-98,69
-17,19;-31,54;-12,68;-17,95;-97,20;-97,66
-17,83;-29,59;-16,50;-17,45;-97,76;-96,63
-17,94;-28,74;-17,65;-16,30;-98,11;-95,65
-18,11;-27,07;-18,99;-14,51;-98,50;-94,45
-19,03;-25,87;-16,17;-14,04;-98,68;-93,19
-19,77;-24,90;-20,51;-15,26;-98,85;-92,21
-20,29;-22,66;-22,09;-14,04;-99,07;-91,01
-20,87;-22,09;-19,22;-14,22;-99,07;-89,81
-21,27;-20,20;-23,72;-14,39;-99,12;-88,66
-21,44;-18,93;-25,47;-13,90;-98,90;-87,23
-21,55;-18,20;-22,84;-16,32;-99,00;-86,03
-21,90;-15,89;-27,28;-17,54;-98,61;-84,88
-22,18;-15,38;-28,54;-18,05;-98,49;-83,45
-22,76;-14,36;-29,34;-18,63;-98,20;-82,30
-23,10;-12,22;-31,82;-19,63;-97,63;-80,87
-23,50;-11,95;-30,02;-16,53;-97,39;-79,72
-23,68;-10,86;-33,99;-20,05;-96,65;-78,35
-23,85;-8,95;-35,20;-21,43;-96,18;-76,92
-24,08;-8,50;-36,23;-22,83;-95,50;-75,77
-24,02;-7,99;-38,24;-19,85;-94,86;-74,34
-24,25;-6,73;-38,75;-23,84;-93,95;-73,19
-24,25;-5,51;-40,88;-25,81;-93,37;-71,76
-24,25;-5,00;-42,03;-23,30;-92,28;-70,56
-24,31;-4,54;-43,35;-27,28;-91,47;-69,35
-24,14;-3,92;-45,07;-29,25;-90,44;-68,21
-23,97;-2,94;-45,87;-26,57;-89,41;-66,72
-23,80;-2,36;-47,82;-31,30;-88,43;-65,74
-23,62;-2,01;-48,80;-32,16;-87,23;-64,54
-23,57;-1,67;-49,89;-33,70;-86,03;-63,34
-23,05;-1,27;-51,61;-35,37;-84,82;-62,08
-22,48;-1,09;-52,58;-36,34;-83,62;-61,05
-22,08;-0,86;-53,73;-38,53;-82,47;-60,02
-21,90;-0,92;-55,28;-39,15;-81,10;-59,04
-21,79;-0,63;-56,02;-41,80;-79,72;-57,73
-21,45;-0,86;-57,23;-42,48;-78,35;-56,81
-21,10;-0,80;-58,55;-44,78;-76,97;-56,24
-20,88;-0,91;-59,41;-45,99;-75,65;-55,20
-20,19;-1,31;-60,21;-48,05;-74,05;-54,06
-19,62;-1,43;-61,30;-49,20;-72,73;-53,32
-18,17;-1,71;-62,21;-51,49;-71,13;-52,86
-18,58;-2,16;-62,90;-52,70;-69,81;-52,23
-18,07;-2,85;-63,59;-54,76;-68,26;-51,31
-17,55;-3,54;-64,33;-55,97;-66,66;-50,57
-17,81;-4,29;-64,85;-57,98;-65,34;-49,99
-14,40;-4,80;-65,37;-59,53;-63,74;-49,65
-12,76;-5,08;-65,94;-61,02;-62,47;-49,36
-14,68;-6,34;-66,28;-62,80;-60,64;-48,79
-14,69;-7,50;-66,63;-64,35;-59,32;-48,45
-14,12;-8,25;-67,03;-65,90;-57,72;-48,16
-13,69;-8,28;-67,20;-67,50;-56,35;-47,53
-10,16;-10,53;-67,42;-68,82;-55,08;-47,36
-9,34;-11,45;-67,42;-70,43;-53,14;-47,18
-9,50;-11,78;-67,42;-71,81;-52,34;-46,96
-10,91;-13,74;-67,48;-73,24;-50,39;-46,96
-10,88;-14,78;-67,31;-74,39;-49,42;-46,90
-7,70;-15,57;-67,19;-75,82;-48,38;-47,13
-6,78;-17,59;-66,85;-77,02;-46,38;-47,01
-5,91;-18,21;-66,50;-78,28;-45,63;-47,36
-5,80;-19,82;-66,21;-79,31;-44,49;-47,70
-5,45;-21,32;-65,70;-80,35;-42,94;-47,99
-5,23;-22,05;-65,24;-81,43;-42,14;-48,56
-4,61;-24,30;-64,49;-82,29;-41,22;-48,91
-3,56;-24,87;-64,09;-83,15;-39,62;-49,25
-3,28;-26,76;-63,17;-84,07;-38,93;-49,54
-2,70;-28,03;-62,54;-84,76;-38,42;-50,05
-2,36;-28,77;-61,68;-85,50;-37,10;-50,46
-1,95;-30,95;-60,88;-86,01;-36,12;-51,32
-1,78;-31,87;-59,79;-86,58;-35,61;-52,29
-1,61;-33,25;-58,99;-86,93;-35,15;-52,75
-1,44;-34,80;-58,01;-87,27;-34,52;-53,38
-1,27;-35,37;-56,75;-87,67;-33,60;-54,19
-1,09;-37,32;-55,72;-87,84;-32,80;-55,28
-0,92;-38,41;-54,86;-88,06;-32,39;-56,19
-0,69;-39,04;-53,09;-88,06;-32,28;-56,71
-0,75;-40,76;-52,45;-88,12;-31,88;-57,97
-0,52;-41,91;-50,79;-87,94;-31,71;-59,01
-0,45;-42,37;-49,53;-87,77;-31,48;-60,04
-0,69;-43,86;-48,73;-87,65;-31,53;-61,02
-0,63;-45,01;-46,78;-87,36;-31,30;-62,28
-0,80;-45,70;-45,92;-86,79;-31,25;-63,25
-0,97;-46,21;-44,37;-86,56;-31,42;-64,46
-1,14;-47,59;-42,66;-85,81;-31,59;-65,66
-1,25;-48,33;-41,91;-85,41;-31,76;-66,87
-1,66;-48,91;-39,68;-84,49;-31,93;-68,02
-1,83;-49,14;-39,05;-83,86;-32,05;-69,45
-1,94;-49,83;-37,50;-83,00;-32,39;-70,65
-2,29;-50,57;-35,78;-82,19;-32,62;-71,81
-2,63;-51,14;-35,04;-81,16;-33,25;-73,24
-2,91;-51,54;-32,80;-80,13;-34,17;-74,39
-3,31;-51,72;-32,17;-79,15;-34,91;-75,82
-4,23;-51,89;-30,57;-77,95;-35,43;-76,97
-5,04;-52,12;-29,08;-76,75;-35,77;-78,40
-5,38;-52,12;-28,28;-75,60;-36,80;-79,55
-5,79;-52,17;-26,27;-74,22;-37,90;-80,93
-5,84;-51,94;-25,47;-72,85;-38,81;-82,36
-6,17;-52,00;-24,67;-71,47;-39,27;-83,56
-6,65;-51,88;-22,54;-70,15;-40,76;-84,72
-9,91;-51,60;-22,20;-68,60;-41,91;-86,15
-10,84;-51,08;-21,35;-67,00;-42,31;-87,35
-11,26;-50,62;-19,50;-65,74;-43,98;-88,56
-9,39;-49,88;-18,75;-63,96;-45,29;-89,76
-9,41;-49,36;-18,42;-62,47;-45,87;-90,96
-12,54;-48,85;-17,51;-60,64;-47,82;-92,22
-13,75;-48,44;-15,77;-59,44;-48,74;-93,20
-14,33;-47,70;-15,49;-57,38;-50,06;-94,46
-15,21;-46,27;-14,97;-56,23;-51,78;-95,49
-12,86;-45,86;-14,52;-53,89;-52,59;-96,52
-15,23;-45,12;-13,89;-52,96;-54,48;-97,56
-16,62;-43,92;-12,97;-50,68;-55,57;-98,64
-17,42;-42,54;-12,04;-49,53;-57,12;-99,45
-17,71;-42,03;-12,10;-47,18;-58,72;-100,53
-18,34;-40,88;-11,93;-46,26;-60,04;-101,39
-18,34;-39,33;-11,76;-43,92;-61,65;-102,31
-19,03;-38,65;-11,52;-42,88;-62,97;-103,00
-19,71;-37,21;-11,52;-41,05;-64,52;-103,68
-20,52;-35,95;-11,52;-39,79;-66,12;-104,37
-20,87;-35,21;-11,52;-37,96;-67,45;-105,06
-21,21;-32,97;-11,46;-36,58;-69,05;-105,80
-21,61;-32,29;-11,64;-35,32;-70,37;-106,32
-21,78;-30,97;-11,81;-33,37;-71,98;-106,88
-21,90;-29,25;-12,04;-32,57;-73,30;-107,18
-22,18;-28,51;-11,86;-30,62;-74,90;-107,74
-22,76;-26,27;-12,25;-29,59;-76,28;-108,14
-23,16;-25,58;-13,18;-28,85;-77,66;-108,26
-23,27;-24,27;-13,86;-26,55;-79,03;-108,65
-23,68;-22,54;-14,61;-25,92;-80,47;-108,83
-23,85;-21,81;-15,19;-25,30;-81,67;-109,05
-24,08;-19,56;-15,23;-23,46;-82,82;-109,05
-24,08;-18,82;-16,50;-22,77;-84,25;-109,05
-24,08;-17,86;-17,65;-22,14;-85,51;-109,05
-24,08;-15,49;-18,34;-21,40;-86,49;-109,10
-24,08;-15,27;-18,73;-19,96;-87,75;-108,93
-24,14;-13,90;-20,46;-19,38;-88,78;-108,81
-23,91;-12,28;-21,67;-19,04;-89,81;-108,46
-23,97;-11,77;-21,77;-18,75;-90,90;-108,12
-23,85;-10,81;-23,72;-18,24;-91,76;-107,77
-23,51;-8,26;-24,82;-17,72;-92,62;-107,48
-23,17;-8,56;-25,38;-17,15;-93,53;-106,96
-22,88;-7,82;-27,34;-16,86;-94,22;-106,45
-22,31;-6,56;-28,31;-16,23;-94,91;-105,98
-21,90;-5,28;-29,34;-16,00;-95,65;-105,25
-21,73;-5,00;-31,36;-15,94;-96,16;-104,78
-21,62;-4,54;-31,92;-16,11;-96,68;-104,14
-21,27;-3,86;-33,82;-16,16;-97,25;-103,23
-20,93;-3,17;-35,03;-16,62;-97,59;-102,60
-20,71;-2,36;-36,06;-17,36;-97,94;-101,74
-20,02;-1,95;-38,01;-17,94;-98,33;-100,93
-19,39;-1,84;-38,81;-18,22;-98,50;-99,85
-18,29;-1,44;-40,71;-18,80;-98,73;-99,04
-18,18;-1,27;-41,91;-19,20;-98,68;-98,01
-17,84;-1,03;-42,94;-18,96;-98,95;-96,98
-17,61;-1,03;-44,89;-20,46;-98,73;-95,94
-16,98;-1,03;-45,76;-21,61;-98,83;-94,96
-16,30;-0,97;-47,42;-22,41;-98,44;-93,71
-14,39;-1,14;-48,68;-22,28;-98,32;-92,73
-14,74;-1,31;-49,49;-24,24;-97,97;-91,53
-14,46;-1,43;-51,49;-25,39;-97,68;-90,32
-14,00;-1,77;-52,18;-25,79;-97,16;-89,12
-13,43;-2,05;-53,56;-27,45;-96,65;-87,92
-12,22;-2,51;-55,10;-28,77;-96,13;-86,77
-11,64;-3,13;-55,91;-29,28;-95,67;-85,34
-11,36;-4,12;-56,89;-31,47;-95,03;-84,14
-10,85;-4,63;-58,15;-32,33;-94,12;-82,99
-10,39;-5,09;-59,29;-33,88;-93,48;-81,56
-10,25;-5,59;-59,87;-35,54;-92,68;-80,41
-6,98;-6,92;-60,95;-36,52;-91,59;-78,98
-7,97;-7,90;-61,87;-38,70;-90,79;-77,83
-7,86;-8,11;-62,56;-39,38;-89,76;-76,40
-7,58;-9,55;-63,19;-41,80;-88,78;-75,25
-7,06;-10,88;-64,16;-42,43;-87,52;-73,82
-6,55;-11,62;-64,68;-45,01;-86,54;-72,67
-6,15;-12,76;-65,19;-45,93;-85,34;-71,24
-5,05;-14,32;-65,77;-48,28;-84,14;-70,04
-4,88;-14,94;-66,11;-49,20;-82,99;-68,84
-4,77;-16,61;-66,45;-51,49;-81,61;-67,64
-4,36;-17,93;-66,85;-52,70;-80,18;-66,43
-4,25;-18,44;-67,03;-54,76;-79,03;-65,23
-3,85;-20,63;-67,20;-56,03;-77,71;-63,97
-3,67;-21,54;-67,42;-57,81;-76,11;-62,99
-3,56;-22,86;-67,48;-59,30;-74,74;-61,74
-3,16;-24,64;-67,25;-61,08;-73,36;-60,65
-2,99;-25,15;-67,31;-62,63;-72,04;-59,85
-2,75;-27,34;-67,19;-64,18;-70,49;-58,93
-2,75;-28,25;-66,85;-65,73;-68,89;-57,33
-2,75;-29,57;-66,50;-67,33;-67,57;-56,64
-2,75;-31,36;-66,21;-68,65;-66,03;-56,06
-2,75;-31,92;-65,70;-70,26;-64,42;-55,03
-2,69;-33,88;-65,18;-71,69;-63,11;-53,83
-2,86;-34,91;-64,72;-72,84;-61,56;-53,32
-3,03;-35,71;-64,03;-74,22;-59,90;-52,86
-3,21;-37,72;-63,34;-75,70;-58,86;-52,23
-3,32;-38,53;-62,71;-76,68;-56,98;-51,37
-3,72;-39,39;-61,85;-77,88;-55,89;-50,34
-3,83;-41,16;-61,05;-79,14;-54,28;-49,99
-4,24;-42,08;-59,91;-80,23;-52,85;-49,65
-4,35;-42,54;-59,39;-81,04;-51,82;-49,31
-4,75;-44,09;-58,18;-82,12;-49,82;-48,96
